subject_numeric,fa_AntFrontal,fa_ARC_L,fa_ARC_R,fa_ATR_L,fa_ATR_R,fa_CGC_L,fa_CGC_R,fa_CST_L,fa_CST_R,fa_IFO_L,fa_IFO_R,fa_ILF_L,fa_ILF_R,fa_Motor,fa_Occipital,fa_Orbital,fa_PostParietal,fa_SLF_L,fa_SLF_R,fa_SupFrontal,fa_SupParietal,fa_Temporal,fa_UNC_L,fa_UNC_R,Unnamed: 0,HCPID,alpha,proc.temp,proc.LL,decay,decl.temp,decl.LL,best.model,diff.LL
102311,0.5847630819393729,0.5345150361281165,0.4960272127140196,0.4875898810264311,0.4523588946487851,0.5465311101053739,0.49606321783894924,0.5937965110789836,0.5647251021037549,0.5508013307865296,0.5314538734671185,0.5171600504070913,0.5207107110729567,0.5599792629121008,0.68762364910426,0.5484117567499982,0.6063235568657337,0.5027860362157673,0.49980114372882123,0.5638740133787004,0.5835337662776263,0.6019344911451153,0.4376273198181954,0.44707863168740275,423,102311_fnca,0.010046797793176,1.99999999842048,-44.40999245604895,0.0100526286251638,1.999999999146398,-45.960236086808294,Procedural,1.550243630759347
102513,0.5518618983138216,0.5139110768502625,0.4890763491535075,0.43830431260670144,0.43646598398164216,0.5294957479679803,0.4670666220163433,0.5528624044227929,0.553978735275981,0.5109268724624325,0.513785867506196,0.4803895688199857,0.49153664455142904,0.5813595594683392,0.6404715208251865,0.5393602854430081,0.5638845435038977,0.4676460493571878,0.4871789327152953,0.5458709042754609,0.5497670086576502,0.5738762182341518,0.4121393930556836,0.4465378984623412,968,102513_fnca,0.0100450869786368,1.99999999900846,-43.68265662553127,0.0100412306537463,1.9999999983223884,-44.10781905467645,Procedural,0.4251624291451747
102614,0.5544548334753768,0.49627270270397517,0.48547890328846494,0.4636104345185603,0.4394162595308196,0.4697289053219024,0.4785127538851709,0.5821093642128353,0.5744264290303913,0.5609676987197301,0.5244489035408231,0.5112264727633541,0.48134289720937157,0.5480136724691781,0.6357728496646466,0.5496420712635771,0.5666135037815099,0.4512832821377919,0.5142480220312305,0.5506693546472651,0.5541598861643083,0.5599162729400158,0.44552195901151825,0.4367623643983889,212,102614_fnca,0.0100447468839403,1.99999999990241,-44.466063337615374,0.0278383883214377,1.999999999866444,-46.06628219925948,Procedural,1.6002188616441089
102715,0.561631528163373,0.519878253073315,0.43418338429657444,0.44590204511372583,0.4406474512800638,0.5469929962548357,0.45286678720949836,0.5530134012149702,0.5542509136064976,0.5112430373701005,0.525576160149486,0.45051407637478524,0.46210171855399584,0.5476217444294305,0.5951514312878247,0.554849846333128,0.5448169780518458,0.49116979287700707,0.45827642473055574,0.5275113885926572,0.5395796110261272,0.5197260224800366,0.44747407263986605,0.47026897686628394,634,102715_fnca,0.0100470890391647,1.999999998535363,-43.718015764274426,0.0100239530090527,1.9999999996478104,-44.17753471572294,Procedural,0.4595189514485156
102816,0.5331283615375135,0.4788780096014995,0.4596667791234411,0.4677523797293276,0.44783497299936614,0.49283450098462117,0.49019106435547116,0.5446319601011549,0.5527832947701442,0.5368290013063287,0.5372351817747956,0.4959110784202745,0.49665792417116533,0.5495297110132347,0.6653631757829593,0.5245615817569743,0.5884017138326434,0.45788273703662546,0.47200961807027875,0.5492348936530073,0.5758022689378506,0.5877751695846272,0.39889550181355,0.39504013836650664,758,102816_fnca,0.0337274916568056,0.4305444855598397,-43.407206218457155,0.0100000007047463,1.014407335384628,-43.0780416539036,Declarative,-0.329164564553551
103010,0.5533200844521473,0.505164612931233,0.48500595553923664,0.4580006768592102,0.4169448729245927,0.513547163180425,0.462749697327329,0.549567216851942,0.5591353868358699,0.5325347158537675,0.4909034530169783,0.4724451651725051,0.45706797681471395,0.5393211778982603,0.6255355733149868,0.502861984638119,0.5263555236354862,0.46795834879129466,0.5182802817598193,0.5421328635191865,0.5354965440188579,0.5274069913231171,0.3870353711284782,0.3984144897258621,797,103010_fnca,0.0100433284860689,1.9999999995777809,-44.40671876528094,0.0100395668823463,1.999999999248354,-44.70771190739012,Procedural,0.3009931421091778
103111,0.5227918607307265,0.49317162785737945,0.46141406386374406,0.4646729974643411,0.4111471941843415,0.507420276656484,0.5036889589385395,0.5418861034026705,0.5291915257813155,0.5340263424724939,0.5014943086362131,0.5102688977065175,0.48531025421606555,0.5467278423752555,0.5935669689516841,0.5339142172142259,0.5628777073680075,0.47679090811328817,0.5063021664669924,0.547528234793796,0.5594136147756319,0.5749795625424764,0.4345311401518772,0.4343184629659169,403,103111_fnca,0.0100614534463273,1.99999999997901,-44.41664702317557,0.0100241742760331,1.9999999996516704,-45.159253300112546,Procedural,0.742606276936975
103212,0.5254614451819126,0.5346987313582937,0.4709275403904162,0.4619721185627027,0.4478612406446972,0.5387825248344392,0.4547522702764072,0.5675162128486845,0.5701324317320532,0.5181750264166328,0.5142391252611646,0.5058476757799213,0.508030662820843,0.5561437121949996,0.6525160577683434,0.5059455325817726,0.5877792076160356,0.5055388936700994,0.5018761891090698,0.5473169485107234,0.5660146355179344,0.5593701640448486,0.4137823309023949,0.45295799758634125,193,103212_fnca,0.7848601694450015,1.999971430385955,-43.26977384776147,0.176786278117463,1.999999309748632,-44.1092949118863,Procedural,0.8395210641248312
103414,0.5228855844345108,0.5380468996287366,0.48403664806814833,0.4829370416049996,0.45826992661979493,0.5668135818108272,0.5090541130817294,0.5632988338708507,0.5607906963656752,0.5240155157642432,0.5145591514312359,0.5030978038861644,0.5005804074027618,0.5656008940138811,0.664831820949619,0.5331422397775833,0.5954503595202143,0.5009455067612825,0.5033193767297635,0.5635777405083087,0.5828105338425952,0.5596600577633484,0.42815342458498096,0.4413564111980291,228,103414_fnca,0.0100540394021352,1.999999999822363,-44.3756738833224,0.0100383221252735,1.999999999211891,-44.4080620196499,Procedural,0.0323881363274978
103515,0.5859858656334733,0.5290278902624002,0.4731848364139611,0.4665765510564907,0.48091028250230106,0.5811143024566382,0.547771994246197,0.5780443258275618,0.5773862306045433,0.5645989130700393,0.5769907413479942,0.5081322722900797,0.5060002781952527,0.5907116743562639,0.6651130536106691,0.5744973654011118,0.6236823046178516,0.5244678772986768,0.490915120294414,0.5968582019539764,0.5987301340235391,0.5830843488292988,0.4739543470851498,0.4715245746832429,615,103515_fnca,0.9871009490818268,1.9999999991848267,-43.43040366250763,0.0100135104846178,1.9999999994819888,-44.64808786727309,Procedural,1.2176842047654477
103818,0.547035389277004,0.49644631049642507,0.4336281078067409,0.4680994417055663,0.444841721612204,0.5488472021151758,0.5078009763300811,0.5804820652263156,0.5820479904740633,0.5579100938385901,0.5527003469091255,0.5193704043004462,0.5278088464183971,0.566186456988712,0.668887377621807,0.5370914811504776,0.5953367939880712,0.4690778496552817,0.4738252684644404,0.5491563929624352,0.5829778803538166,0.5811179257981202,0.4221042904828051,0.43216205377777045,145,103818_fnca,0.8414097793872093,0.9107947392420644,-38.891263896109535,0.2688429924534143,1.0330143924983202,-42.324654898482585,Procedural,3.4333910023730496
104012,0.5776915467001001,0.5725114953297548,0.48286234805968187,0.5120650470517214,0.45683558179116723,0.5690052187955978,0.49211016208752156,0.5832571650909932,0.5682916514636124,0.5701235893475607,0.5267930405056003,0.5422136122784937,0.5199726461447609,0.578060381518052,0.6680302082321989,0.54256119435731,0.6049171289271136,0.5373583379742396,0.5271370772876474,0.5738444059272917,0.6042110784311996,0.5850099681978979,0.42508509859251226,0.40857053434478957,633,104012_fnca,1.484801252560393,1.9999999998882776,-40.41554500683822,1.7520834628011992,1.999999999991517,-40.77441279941357,Procedural,0.3588677925753458
104416,0.5217153543964858,0.5412648130877399,0.48648135229761846,0.4454479810625859,0.46065108791716936,0.5494450664216969,0.48355833305897034,0.5858103047143435,0.5734039674661605,0.5133305271245422,0.5204013087201682,0.4928662804829599,0.5072156740623638,0.5733961740806303,0.6641779797768018,0.4975304713282715,0.5717638933451176,0.5135678215907242,0.48155693375172304,0.5490951143239394,0.5729117543734487,0.5724576713285919,0.3902331017805787,0.42127385845723125,418,104416_fnca,0.0100451756829529,1.9999999995422773,-44.42644722994183,0.0100107297546704,1.999999999410658,-45.90682992448405,Procedural,1.4803826945422216
104820,0.5051537504691962,0.49114351933444517,0.4180641541761425,0.45457775055420546,0.41796052448701276,0.5390155714078162,0.49466600459391574,0.565545539851131,0.5367157154116942,0.5154748391210936,0.5181455511329545,0.47676710606737466,0.4794244008592916,0.5516259659673206,0.6219226463687791,0.4683368181955114,0.5574853563370825,0.4639691573372137,0.4372707304628608,0.5256224008073955,0.5523431926869563,0.5346476060915974,0.3879859127933092,0.4374003757514259,439,104820_fnca,0.0100004126411053,0.1746370664745012,-44.05582976749237,0.5246144738365001,1.9999827008515616,-43.76871754417045,Declarative,-0.2871122233219196
